80005079,93062,390403,1047,4;[56049, 1148, 1.037958682313102, 0.9255520506924503, 111.05323332331174, 0.9794346782889315, 9999]
80005079,93062,390403,1047,5;[58242.17, 1018, 1.0185105632800435, 0.8613965351679644, 145.89209581117615, 0.9824583691853594, 1.0044225539992817]
80005079,93062,390403,1047,6;[61493.82000000001, 1010, 1.0178282336472275, 1.027898622365047, 173.9199338690933, 0.9827272126343665, 1.0019643734095272]
80005079,93062,390403,1047,7;[41349.78, 696, 0.9722385526390677, 0.9722385526390677, 2.9292245193648947, 0.9690253432307839, 0.961266227992175]
80005079,93062,390403,1048,7;[40275.72, 686, 0.9716649774302462, 0.9716649774302462, 2.948351868804793, 0.9698749359244682, 0.9623455436133656]
80005079,93062,390403,1050,7;[52299.99, 1014, 1.024735762179921, 0.8484785573887967, 178.32753377879266, 0.9820836856362665, 1.0052049638299123]
80005079,93062,390403,1051,6;[52684.72, 902, 1.0204196751033698, 0.9315039162316486, 75.30537046000303, 0.9816426837369734, 1.003850320424971]
80005079,93062,390403,1052,4;[56041, 1142, 1.0368310845858082, 0.9235337724953454, 112.7199935628794, 0.9793133956595445, 0.9959745856844537]
80005079,93062,390403,1053,7;[55037.16, 904, 1.0441134138477033, 0.9330864403909147, 146.56362971309966, 0.977728319048792, 1.0069984883265215]
80005079,93062,390403,1054,5;[53610.689999999995, 1106, 1.01259070178693, 1.0034449780862291, 137.56551451684143, 0.9828241628419261, 1.0011555812351385]
80005079,93062,390403,1055,6;[56407.01, 996, 1.0307874799712478, 0.9320495982194846, 137.76353114323726, 0.9770980172818123, 0.9996115467721964]
80005079,93062,390403,1056,4;[64385, 1192, 1.00768978247811, 1.0345821249684977, 127.6809296584108, 0.990760257431289, 0.9712846119613507]
80005079,93062,390403,1056,5;[57938.719999999994, 1014, 1.0161180553100506, 1.007110569802773, 134.40330649719695, 0.9842911525583204, 0.997449423815621]
80005079,93062,390403,1056,7;[52523.37, 920, 1.013582336404663, 0.8021827655740879, 189.60274711057568, 0.9796421330321263, 1.002438276561884]
80005079,93062,390403,1057,4;[59727, 1144, 1.1032365206292263, 0.9043092877735956, 166.69615403025318, 0.9785536294565153, 0.9970619167654374]
80005079,93062,390403,1057,6;[57238.600000000006, 946, 1.0300307584565935, 0.9331301289270167, 85.2940067651279, 0.9843610071581556, 1.0033019151107643]
