02172070,93026,390260,181,1;[13472, 572, 0.9720799470224074, 1.0232016316176398, 117.36049130097702, 0.9903901847236178, 9999]
02172070,93026,390260,181,2;[22020.95, 592, 0.9858106576285297, 0.9951677378104707, 208.6650997872613, 0.9745268965665003, 1.0025191646125091]
02172070,93026,390260,181,3;[15459.080000000002, 474, 0.8951759013264331, 0.9650936570109202, 151.02927683483537, 0.9733634026939313, 9999]
02172070,93027,390264,268,1;[15342, 554, 0.9743668942462869, 0.9912737563624341, 70.17316370138222, 0.9935170272537296, 9999]
02172070,93027,390264,268,2;[16818.27, 530, 0.9162372164465786, 0.9729130097311528, 202.12328408841216, 0.9731634912731528, 0.9987985865724381]
02172070,93027,390264,268,3;[25931.36, 596, 0.9164052655659636, 0.9877102638151338, 89.0477723556377, 0.981881970485902, 9999]
02172070,93028,390270,332,1;[21680, 638, 0.9683778318715124, 0.985134156131292, 58.20945537416368, 0.9940732443555421, 9999]
02172070,93028,390270,332,2;[20855.94, 582, 0.9170014459604778, 0.9818798486007477, 131.73967906840377, 0.9818602118684283, 9999]
02172070,93028,390270,332,3;[14117.85, 470, 0.9138365078778155, 0.9648109334625213, 168.4156194996497, 0.9746615596966799, 0.9920100115517906]
02172070,93050,390356,610,1;[27981, 732, 0.971384028015027, 0.958635852176873, 70.20327564052351, 0.9929761575236449, 1.000446931369219]
02172070,93050,390356,610,2;[19740.91, 574, 0.922027997456624, 0.974356683976109, 114.051541185981, 0.9845353447976759, 9999]
02172070,93050,390356,610,3;[18174.420000000002, 508, 0.9306383133482475, 0.9965034919069196, 151.9968596360511, 0.9794034546847286, 0.9941174266551763]
02172070,93056,390386,412,1;[13463, 544, 0.9752026045771832, 1.0310582187721378, 77.14921988845698, 0.9919511250323941, 9999]
02172070,93056,390386,412,2;[29126.44, 692, 0.9865374492843806, 0.9987518431862782, 191.17385764346332, 0.9688074042732198, 1.0032175427810226]
02172070,93056,390386,412,3;[28787.81, 636, 0.8989681152409482, 0.9736296392283682, 183.94076587568665, 0.9275383621066127, 9999]
02172070,93063,390412,825,1;[23377, 662, 0.9776371911174511, 0.9555648264910802, 89.10176235546231, 0.991416385585986, 0.9987396663320018]
02172070,93063,390412,825,2;[15569.96, 548, 0.9906469206340653, 1.005154182547877, 242.19096717874638, 0.9762187725882405, 1.0047997542525822]
02172070,93063,390412,825,3;[11697.060000000001, 438, 0.9013175799103025, 0.9762379242934187, 198.44230482929, 0.9675411334274125, 9999]
02172070,93068,390444,156,1;[21144, 638, 0.9685430412364704, 0.965563302314728, 90.4098130488281, 0.9916535526384364, 0.997852710068666]
02172070,93068,390444,156,2;[18103.469999999998, 546, 0.9867857824935355, 0.9978586913119618, 248.90533338881752, 0.972565819794702, 1.0026032227238277]
02172070,93068,390444,156,3;[14532.960000000001, 480, 0.9206841077976714, 0.9721944065814154, 201.201514656428, 0.9686152943544604, 9999]
02172070,93075,390494,694,1;[13895, 556, 0.9510052113145163, 1.0297672406830813, 145.73714899823875, 0.9867824598228977, 0.9980247800323218]
02172070,93075,390494,694,2;[22450.539999999997, 612, 0.9849188071678351, 0.9969875556726789, 181.64939422293654, 0.9775927642850415, 9999]
02172070,93075,390494,694,3;[13764.390000000001, 470, 0.904912198308469, 0.9573752818993037, 198.56227669561048, 0.9728822575563373, 1.0003484840941903]
02172070,93075,390495,693,1;[22924, 666, 1.1443994046156358, 0.9665050311596515, 102.39952919841244, 0.9897910980775197, 0.9905584962730907]
02172070,93075,390495,693,2;[13614.789999999999, 504, 0.9761854172806839, 0.9997947129946457, 289.00038840820446, 0.9733815496136641, 1.0000437043835497]
