02314894,93025,390245,128,1;[89999, 1448, 1.1981698544409995, 0.9826765842014754, 85.26419572145754, 0.9919753803991983, 0.9939039878079756]
02314894,93025,390245,128,2;[97580.0, 1390, 1.0132388845679348, 1.0211278992591952, 124.90615128963486, 0.9867499075963715, 1.0039853320191736]
02314894,93025,390245,128,3;[91694.1, 1258, 1.015836586926882, 1.0070527009642305, 146.01885276028682, 0.9810913538047299, 1.0015937507014747]
02314894,93052,390371,958,1;[92992, 1408, 1.0804412444809859, 0.9853814913867166, 104.71883115229981, 0.9893956865680903, 0.9956583420327096]
02314894,93052,390371,958,2;[94476.48, 1296, 1.0329242036300972, 0.9865790970690822, 90.87941693626232, 0.9880910391249972, 1.0082676115365565]
02314894,93052,390371,960,3;[79227.1, 1270, 1.0396375597436849, 0.8809422971009025, 103.44936151269852, 0.9896833628922358, 1.006325424377681]
02314894,93052,390371,961,1;[89992, 1428, 1.1643529089653348, 0.9997276983255192, 104.07832721621207, 0.9900245728422055, 9999]
02314894,93052,390371,961,2;[86673.65, 1382, 1.0065148816179912, 1.0206119245450678, 112.43931266448558, 0.9894040023199309, 1.001877617832555]
02314894,93052,390371,961,3;[97379.6, 1220, 1.0522840445507529, 0.9602194896270276, 96.56068248114526, 0.9847599296188583, 28432.0]
02314894,93052,390371,963,1;[86278, 1522, 1.038751457741448, 0.9859085224058353, 69.5225715760089, 0.9942152484785305, 0.9899033938364808]
02314894,93052,390371,963,2;[96256.72, 1322, 1.0194215131962527, 1.0165584553807387, 137.801527021652, 0.9835507173148632, 1.00764252658067]
02314894,93052,390371,963,3;[96959.01000000001, 1218, 1.0162245740082114, 1.0067957312696656, 126.82422542600021, 0.9842270389856945, 9999]
02314894,93064,390415,1204,1;[95960, 1446, 1.1562014482143395, 0.9984848064099107, 110.48113739591848, 0.9896160354618124, 1.0053220466831496]
02314894,93064,390415,1204,2;[92695.05, 1332, 1.0191229049633672, 1.0167945897288722, 126.68654617052425, 0.9865114104530969, 1.00586902202336]
02314894,93064,390415,1204,3;[96704.19, 1208, 1.0165814751223623, 1.0076193195412106, 118.91850641050156, 0.9859229538330015, 1.0052121160336651]
02314894,93064,390415,1207,1;[85984, 1518, 1.266544568754496, 0.9589402164643724, 73.00755621159361, 0.9944382787584224, 0.9933227051130982]
02314894,93064,390415,1207,2;[96265.05, 1282, 1.018876135430569, 1.0135091519565118, 123.47988407731889, 0.9864741395197212, 1.0068141510314572]
02314894,93064,390415,1207,3;[97002.85, 1190, 1.060492051154045, 0.973329306122849, 110.24525633703495, 0.9858334986287051, 9999]
02314894,93064,390415,1209,1;[97211, 1528, 1.024764135158814, 0.9785898818944477, 56.898330187494125, 0.9924670885282515, 0.9900547422024188]
02314894,93064,390415,1209,2;[93939.79, 1330, 1.061849952256935, 0.9966329944325679, 166.46766853863943, 0.9779458872516869, 1.0059894738183532]
02314894,93064,390415,1209,3;[88612.97, 1272, 1.015082094736506, 1.0031813446147715, 79.66211160845643, 0.9921453851729434, 9999]
02314894,93064,390421,1212,1;[89195, 1484, 1.008479198262913, 0.9965095134374863, 89.30705209241059, 0.9922764160567877, 0.9935781400555855]
02314894,93064,390421,1212,2;[89434.45, 1308, 1.0459432851583441, 0.9879529187381425, 116.06904786866289, 0.9808705100659358, 1.0054853167435949]
02314894,93064,390421,1212,3;[91917.41, 1208, 1.028980688171137, 0.9310902357895505, 162.4483589962965, 0.9767175848923273, 9999]
02314894,93064,390421,1214,1;[89697, 1432, 1.0213424754180624, 0.9796774970791389, 57.068841912524405, 0.9931182185585026, 0.9958698331279352]
02314894,93064,390421,1214,2;[84883.89, 1368, 1.0170072967298345, 1.015619269650156, 105.68092343332094, 0.9885548308890445, 0.9983903927441704]
02314894,93064,390421,1214,3;[88025.24, 1244, 1.1036844167357998, 0.9575907098649552, 132.752555124489, 0.9820483245541836, 25700.8]
02314894,93067,390436,46,1;[97006, 1414, 1.0891318697767636, 0.9840784705986165, 118.6880376102554, 0.9884402638371695, 1.0042288879111778]
02314894,93067,390436,46,2;[92953.28, 1372, 1.015095157074483, 1.027963318699158, 147.9443276876485, 0.9858682094313059, 0.9996224797322806]
02314894,93067,390436,47,3;[95546.54000000001, 1196, 1.0385474841107014, 0.963793080463771, 89.36755438869417, 0.9873187184504365, 1.0040671182487637]
02314894,93067,390436,49,1;[98533, 1418, 1.1734420350904353, 0.9932290235821111, 111.27259859351338, 0.9892571662045957, 0.9998985214576378]
02314894,93067,390436,49,2;[85299.2, 1332, 1.0566189040646912, 0.9745928408051219, 132.38843526479022, 0.9840291097110769, 9999]
02314894,93067,390436,49,3;[97834.44, 1240, 1.0567354917736311, 0.9655241140832986, 124.6568325206607, 0.9821740601681561, 1.0015146415348368]
02314894,93070,390459,224,1;[93854, 1538, 1.0186924209383181, 0.9901986403925006, 42.99880598042174, 0.9939198102611984, 0.9881240656124318]
02314894,93070,390459,224,2;[85728.79, 1396, 1.0110006026966827, 1.0244494469487266, 133.9629628232756, 0.9852927277309185, 0.9953989001575151]
02314894,93070,390459,227,1;[84091, 1532, 1.0259120768205396, 0.9688657912825821, 66.51204437502805, 0.9945121483490321, 0.957739901937894]
02314894,93070,390459,227,2;[85031.45, 1392, 1.0526131853150797, 0.9738081612536829, 126.62320760838284, 0.9857329571707361, 0.9965412883700822]
02314894,93070,390459,228,3;[88351.3, 1260, 1.0373908914150016, 0.937431839540583, 60.1468735875876, 0.9930277169868228, 9999]
02314894,93070,390459,230,1;[93272, 1402, 1.1419387186504513, 0.9891683609196187, 107.19713008008078, 0.9902535108332132, 0.9839181826333251]
02314894,93070,390459,230,2;[98294.0, 1408, 1.0107908676326058, 0.9954266781947654, 146.83279054329222, 0.9846228588219093, 1.0019468822591113]
02314894,93070,390459,230,3;[88422.54000000001, 1212, 1.0572654096800387, 0.9512197058696148, 120.62259662151267, 0.9815802610434817, 0.9993883697343666]
02314894,93071,390464,286,1;[89511, 1510, 1.0785497942716546, 0.9769803751627912, 96.63498303115317, 0.990549088647568, 0.9739513628203036]
02314894,93071,390464,286,2;[92765.26, 1358, 1.016094776562351, 1.0280624905327558, 148.5535637778213, 0.9857700818206396, 1.0060462925321512]
02314894,93071,390464,286,3;[85783.92000000001, 1240, 1.0658141204654163, 0.9498732942817047, 113.29807354594406, 0.9851805737188365, 9999]
02314894,93071,390464,288,2;[85543.15, 1378, 1.042931755825638, 0.9720322415686591, 113.63171300938976, 0.987977913744339, 0.9989994024208902]
02314894,93071,390464,288,3;[95164.31000000001, 1186, 1.0149051815553245, 1.0055169266598625, 141.7220640321629, 0.982386072163062, 1.0073525146470212]
02314894,93071,390464,290,1;[86342, 1536, 1.2477459014073067, 0.9749869795004893, 69.1813050476719, 0.9947042239675189, 9999]
02314894,93071,390464,291,1;[90749, 1542, 1.0580802086838526, 0.9829475117544171, 84.53193798984017, 0.9905555259970844, 0.9854809634472124]
02314894,93071,390464,291,2;[85744.26, 1374, 1.0415730605548312, 0.9840792570964989, 110.75119613324695, 0.9873659162651605, 1.0070158765652952]
02314894,93071,390464,291,3;[98302.98000000001, 1250, 1.0647257521234355, 0.9583038718937489, 114.93919287962231, 0.9839019051961698, 9999]
02314894,93076,390497,531,1;[87076, 1540, 1.0439431936787376, 0.980181111964178, 67.87066152586182, 0.9916198425817169, 0.9534999589367352]
02314894,93076,390497,531,2;[89392.8, 1366, 1.0230835062803587, 1.0276466639156148, 147.48605043328988, 0.982241709321873, 9999]
02314894,93076,390497,534,1;[85132, 1520, 1.0293648495428704, 0.9894326595696589, 69.65540302182384, 0.9939267605760581, 0.962743069102588]
02314894,93076,390497,534,3;[84652.3, 1144, 1.042138662287588, 0.953061641099912, 85.72098343921016, 0.9879784166358028, 1.0061551488308473]
02314894,93076,390497,535,2;[99248.37999999999, 1410, 1.0168926152888265, 1.0238907083605313, 151.71381002683367, 0.981809827861409, 1.0068449326975313]
02314894,93079,390520,65,1;[85064, 1460, 1.0283207171485265, 0.979838062531924, 58.02933704369624, 0.9946968893628555, 0.9814869300841713]
02314894,93079,390520,65,2;[85301.58, 1386, 1.0122996189673288, 1.0231408658975796, 119.48219013929302, 0.9890352418555737, 1.000076733657475]
02314894,93079,390520,66,3;[94224.49, 1194, 1.029400328023117, 0.9650619983172626, 60.12495303887885, 0.9921389324750349, 1.0062472567666423]
02314894,93079,390520,67,1;[96432, 1568, 1.0569251703558307, 0.9789734881425821, 79.82313933038651, 0.9907673492308612, 9999]
02314894,93079,390520,67,3;[90640.57, 1188, 1.040081625544377, 0.9576452674300701, 95.64920090472975, 0.9864691410252389, 1.0023938305834583]
02314894,93079,390520,68,2;[90113.94, 1388, 1.0103963312424669, 1.0236273447846604, 119.04839309325331, 0.9892078433156952, 1.0070951225188682]
02314894,93079,390520,69,1;[88046, 1518, 1.0700149808696158, 0.9737452908936645, 86.46328165897064, 0.9913204445534143, 0.9724595342364383]
02314894,93079,390520,69,2;[97213.48, 1294, 1.0495028688151389, 0.9752868117397592, 154.04144792185366, 0.9797930785886403, 9999]
02314894,93079,390520,69,3;[86292.19, 1296, 1.0019167913007714, 1.0128206591643318, 76.30485673394035, 0.9927652853400623, 9999]
02314894,93084,390558,450,1;[85101, 1456, 1.0250913857841821, 0.9696038084895515, 58.79755165136693, 0.9942080497253064, 0.9834400351307001]
02314894,93084,390558,450,2;[91447.93, 1418, 1.0042186911562925, 1.0256838234908754, 122.41573582979355, 0.9890111611210776, 1.0078295081967212]
02314894,93084,390558,450,3;[85827.76000000001, 1286, 1.0580313959943402, 0.9492875140331579, 132.40422055217397, 0.9826357231575239, 0.9976511055728515]
02314894,93084,390558,453,2;[95511.78, 1422, 1.0116244560994374, 1.0273482726790095, 135.13350436638012, 0.9859349294414848, 1.0059092247823989]
02314894,93084,390558,454,1;[86575, 1424, 1.034340905825964, 0.9779288778950098, 62.12986103270344, 0.9930688916275567, 0.9906796583113532]
02314894,93084,390558,454,3;[90772.09000000001, 1176, 1.0312439818586407, 0.9705324666019045, 78.50795110898403, 0.9883415758637931, 1.0038939393939394]
02314894,93092,390592,722,1;[97833, 1418, 1.0326989263660928, 0.9911574044057547, 62.84047177326267, 0.992709791816654, 0.9930116776541161]
02314894,93092,390592,722,2;[97725.18, 1400, 1.0177395543390733, 1.020002433983801, 140.3809790118287, 0.9837091950042011, 1.0068906326630702]
02314894,93092,390592,722,3;[83922.09000000001, 1272, 1.0136306524264245, 1.0132105154839277, 84.13333264119132, 0.991791613205995, 9999]
02314894,93092,390592,724,1;[89299, 1438, 1.028980236860468, 0.9883296122444784, 58.926018430598965, 0.9931735771065218, 9999]
02314894,93092,390592,724,3;[94909.49, 1316, 1.0129157910225601, 1.0132606086614682, 81.65036439855663, 0.9918709051419464, 9999]
02314894,93092,390592,725,2;[93495.92, 1322, 1.05545885244932, 0.9907097692313659, 170.29500967098963, 0.9752292508428924, 1.0064691339046667]
