00497762,93091,390585,654,1;[21354, 634, 0.7009240998488946, 1.0930432423717364, 748.2297252317622, 0.9009956282781173, 1.0023940290099986]
00497762,93091,390585,654,1;[9150, 460, 0.6635152198892627, 1.0189661790283313, 1137.136572173184, 0.8004904166484573, 0.9686669099629842]
00497762,93091,390585,654,2;[23577.469999999998, 622, 0.5926400110764916, 1.0210821186194334, 2565.3557789969827, 0.6612504801498962, 1.0020229606028423]
00497762,93091,390585,654,3;[11076.45, 412, 0.6480547889412281, 1.0428362062715164, 1251.738611266392, 0.8282760102032664, 1.0062227753578097]
00497762,93100,390649,1377,1;[10093, 466, 0.67257085889315, 1.0103905354146567, 1317.6209611170343, 0.827551473084265, 0.9872835762496331]
00497762,93100,390649,1377,2;[23564.379999999997, 628, 0.625012221112219, 1.0951639169506966, 1683.7316104301342, 0.7453578943116171, 0.9978332073570169]
00497762,93100,390649,1377,3;[23588.660000000003, 576, 0.6411382563188369, 1.2051634647462055, 975.9141582147859, 0.7177430958580324, 1.0074602849536292]
00497762,93104,390678,1049,1;[15504, 562, 0.731324007171897, 1.6124454987880077, 875.4715904562474, 0.9141029404784077, 0.9949622974490614]
00497762,93104,390678,1049,2;[11053.91, 442, 0.6012656489772725, 0.9687800731030285, 2130.790307320621, 0.8009669863941831, 1.0064467197573]
00497762,93104,390678,1049,3;[23587.29, 578, 0.6118130780300267, 1.2000363057262147, 1321.0480274775173, 0.6327128502820545, 1.0081686429512517]
00497762,93104,390678,1051,1;[12647, 536, 0.6467388870498267, 1.1206887551916638, 1229.407001273692, 0.8951650775084874, 1.0033718116545678]
00497762,93104,390678,1051,3;[23432.480000000003, 578, 0.6135489623272831, 1.1799139773581229, 1435.3722578914867, 0.6791903994685041, 1.0064728727786278]
00497762,93104,390678,1052,2;[10856.369999999999, 434, 0.624302103854404, 0.9088142214557473, 2034.7499613782927, 0.7946777766161274, 1.0050677536631045]
00497762,93104,390678,1053,1;[11146, 486, 0.6445675855073029, 0.8511251002022373, 1396.9288453210831, 0.8437564180554666, 1.0025635259725658]
00497762,93104,390678,1053,2;[23625.07, 628, 0.539257199247635, 0.85544840385043, 3036.0762437387943, 0.6945008752044732, 0.9973875910575233]
00497762,93104,390678,1053,3;[16300.260000000002, 482, 0.7038409222573516, 1.2771617131639865, 835.6765019338071, 0.8656160286788072, 1.0046865104496516]
00497762,93130,390850,554,1;[16740, 566, 0.7091857884323728, 1.1754087417994836, 652.4010734855094, 0.9340107097508502, 1.004952723998199]
00497762,93130,390850,554,2;[14610.82, 528, 0.6928654895294195, 1.310327092127548, 1092.3364664036249, 0.8968913836121507, 0.9890047927826332]
00497762,93130,390850,554,3;[23857.18, 582, 0.6803370662339914, 1.1689455459652303, 661.6736539277271, 0.7112598985809186, 1.0058337665338186]
00497762,93135,390887,955,2;[17277.61, 534, 0.700557346613938, 1.3453459766554856, 989.8452756367514, 0.8833726106150479, 1.0041149417338082]
00497762,93228,391302,512,1;[22919, 660, 0.7208239059561876, 1.2024952053333082, 606.0708551434674, 0.9032451683543848, 1.0049768696147858]
00497762,93228,391302,512,2;[23701.23, 626, 0.6717351910766242, 1.1336396632384664, 1183.8494934365938, 0.7665206512373123, 1.0018863653512413]
00497762,93228,391302,512,3;[23702.370000000003, 580, 0.6383131849105158, 1.124931803955886, 1001.3429379842416, 0.6597993448362736, 1.0075122292103424]
00497762,93230,391311,607,1;[22873, 660, 0.6870221258619186, 1.0252985188409554, 843.5615097286366, 0.8652378863217947, 0.9981235817769244]
00497762,93230,391311,607,2;[11359.74, 506, 0.6094030609102217, 0.8959797087194074, 2186.025416666587, 0.8011878340863807, 0.9745788667687596]
00497762,93230,391311,607,3;[23592.77, 578, 0.6277445436450049, 1.0711606313731254, 1064.5244244654098, 0.6772623425385381, 1.0086981988578123]
00497762,93260,391463,202,1;[11284, 544, 0.6526587281697552, 1.2991575993189393, 1186.1217783054497, 0.8989171433749786, 0.9979658618554877]
00497762,93260,391463,202,2;[11221.699999999999, 436, 0.6250755799412964, 1.0555667979690728, 1867.647144224541, 0.7993185072620198, 1.0135970333745365]
00497762,93260,391463,202,3;[16093.390000000001, 474, 0.6289162670488895, 0.9914497240064714, 1680.263630946503, 0.7852211154077834, 0.9929419720214699]
00497762,93262,391481,389,1;[23084, 666, 0.6404994998006279, 0.8805576104126033, 1562.3537354313594, 0.8175973123554426, 1.0043945524953226]
00497762,93262,391481,389,2;[11014.64, 440, 0.6169409935562306, 0.882424111063672, 1955.3109710400206, 0.7923091827356138, 0.998705222270177]
00497762,93262,391481,389,3;[23925.68, 580, 0.671497328628108, 1.240951768786804, 747.535809205328, 0.7460707022002596, 1.007122055304057]
00497762,93272,391514,702,1;[15651, 538, 0.7048353552059686, 0.907304559838991, 849.303444305507, 0.9139821934918607, 1.0051054811675175]
00497762,93272,391514,702,3;[23427.000000000004, 574, 0.6884338113165788, 1.2071962322547318, 623.9888825738215, 0.7888237074928768, 1.0071264503209847]
00497762,93342,391969,222,1;[22667, 660, 0.7195257260403531, 1.2433483599547968, 562.4564567383596, 0.9121085845211088, 1.005299922386074]
00497762,93342,391969,222,2;[13529.109999999999, 512, 0.689757556011089, 1.2877172016793328, 1121.3604061479082, 0.8943528605912461, 1.001409319122699]
00497762,93342,391969,222,3;[11750.490000000002, 470, 0.6429207956267708, 1.008026967039849, 1217.1081346717715, 0.8370588332470378, 1.0065129378630522]
00497762,93385,392089,331,2;[23231.18, 616, 0.66758777295939, 1.1207458272672126, 1158.6942578988162, 0.8029778263541097, 0.9965288412455334]
00497762,93385,392089,332,3;[17688.07, 488, 0.63946429870505, 1.1502988992426233, 1136.4152396291581, 0.8010220238130237, 1.0068626686422835]
00023698,93080,390528,134,1;[36900, 898, 0.9978155479327312, 1.0259673944738459, 89.73238912855744, 0.9929930238391793, 0.9837638966648005]
00023698,93080,390528,134,2;[39364.009999999995, 820, 1.0504391901326098, 1.022399976459444, 131.86334323534342, 0.9822628171354302, 1.0140555785472325]
00023698,93080,390528,134,3;[55474.04, 910, 1.2348669144335471, 0.954528904486548, 84.48481776732575, 0.9923977465338607, 26994.666666666668]
00023698,93244,391403,53,2;[43991.92, 860, 1.0139415938895173, 1.0212939734954087, 88.72411398565121, 0.9915332214735743, 9999]
00023698,93244,391403,54,1;[45368, 944, 1.0138822074695624, 0.9740646097252217, 57.91967425793741, 0.993886083647604, 1.000099198694986]
00023698,93244,391403,55,3;[38692.91, 766, 1.0128055678324268, 1.0020142613457823, 123.04365198080062, 0.9864740144323954, 0.9985680697226298]
00023892,93026,390259,210,1;[115384, 1676, 0.9705763288702812, 0.9705763288702812, 27.44450635858385, 0.9967809945790217, 0.9971869206936336]
00023892,93026,390259,211,2;[117053.15999999999, 1570, 1.0149650236071255, 0.9746772383627069, 32.01824097753799, 0.9959190027831599, 0.996711876257112]
00023892,93026,390259,211,3;[116700.71, 1438, 1.0186254340279237, 0.9437976061425024, 56.93241554978748, 0.9908537816795847, 9999]
00023892,93026,390259,212,1;[115337, 1664, 0.9804131521278897, 0.9889032468085639, 29.32303153461915, 0.9964262448288627, 0.9924920079683675]
00023892,93026,390259,212,2;[117691.0, 1554, 1.014747909288223, 0.9808503008994244, 33.38817836122004, 0.9959185983378324, 9999]
00023892,93026,390259,212,3;[114356.64000000001, 1394, 1.0039062202291396, 0.9507977939312924, 37.10296143051946, 0.9936297065684685, 9999]
