00894745,93025,390252,185,4;[25394, 726, 0.9720228944117676, 0.9051582368056507, 104.69140656968013, 0.9908975288423517, 0.981277894777518]
00894745,93025,390252,185,5;[44227.54, 832, 0.961038459098452, 0.9047413265805399, 123.28673704870901, 0.9829458080111508, 1.0037133559285416]
00894745,93025,390252,185,6;[44534.590000000004, 790, 0.94938445631581, 0.933355289377124, 114.51781981438445, 0.9669692427982507, 9999]
00894745,93025,390252,185,7;[38390.76, 678, 0.9735086626415174, 0.9117860580461911, 132.60542751709937, 0.9816619153767091, 1.0036398544058238]
00894745,93025,390252,187,6;[45581.270000000004, 802, 0.9484841089837793, 0.9279250682329643, 112.26682241755222, 0.9795336608166555, 66542.0]
00894745,93025,390252,188,4;[45016, 942, 0.9715114034361828, 0.9072575049503399, 144.3410004545573, 0.9806539224699814, 1.0020925159164775]
00894745,93025,390252,188,5;[46288.619999999995, 852, 0.9490093811161545, 0.9069994347551704, 104.91945722925365, 0.9823346427047732, 4862.25]
00894745,93025,390252,188,7;[40399.65, 696, 0.9688074307177462, 0.908880928780539, 132.38319009829434, 0.9799282371663863, 1.005445129845404]
00894745,93025,390252,189,6;[46271.75, 802, 0.9482347369085262, 0.9228963732135209, 140.62660574622313, 0.9690374160220898, 33775.0]
00894745,93025,390252,189,7;[43808.49, 734, 0.9601887241849455, 0.922467031082705, 189.42286406955782, 0.9660073317131684, 1.0047019193655917]
00894745,93025,390252,190,4;[45644, 938, 0.9515327414454879, 0.9367497560368899, 97.97542356429882, 0.9714671156719942, 1.0025478826216834]
00894745,93025,390252,190,5;[44839.2, 840, 0.9567193903851955, 0.8697393740230346, 126.20334808942263, 0.9832689732306993, 1.001914486279515]
00894745,93025,390252,191,4;[44720, 920, 0.9659152491510586, 0.922558628030535, 128.1030643784138, 0.9778325926951266, 1.0053052783023109]
00894745,93025,390252,191,5;[40806.29, 796, 0.9624857524839129, 0.9351152617402778, 118.48051702423876, 0.9813750740411857, 1.0022798351503814]
00894745,93025,390252,191,6;[44753.79, 788, 0.9563886783944731, 0.9364374328226532, 84.35851565007921, 0.9840615142979849, 9999]
00894745,93025,390252,192,7;[36511.92, 656, 0.9894886181649781, 0.9215986861883587, 131.1902325917358, 0.9818839973535687, 1.005435011586265]
00894745,93049,390349,839,4;[45610, 934, 0.9695955891117355, 0.945714994412177, 82.41195171239299, 0.9837287916009543, 1.0005264774272804]
00894745,93049,390349,839,6;[45831.98, 798, 0.9569036207676361, 0.9401617654705422, 114.66627553913919, 0.9702044858616135, 9999]
00894745,93049,390349,840,5;[39685.31, 776, 0.9668414541573768, 0.926064753269558, 112.16997375480118, 0.9847522855421124, 1.00571480269606]
00894745,93049,390349,840,7;[30788.190000000002, 616, 0.9785234493772591, 0.9456151579684036, 99.0535926168547, 0.9892763305041113, 1.0021164811633176]
00894745,93052,390367,1004,4;[25144, 686, 0.9814628964918655, 0.9302543158281398, 86.11298314522675, 0.9929440551515759, 1.0036723614881047]
00894745,93052,390367,1004,5;[43402.869999999995, 830, 0.9557279256714141, 0.9022095813921146, 166.73513005439366, 0.9721378087010615, 1105.2424242424242]
00894745,93052,390367,1004,6;[45485.37, 804, 0.9489077873482186, 0.937633105133181, 109.25335729134375, 0.9766029213894047, 9999]
