02305003,93025,390245,130,1;[22070, 672, 0.9452274057297441, 0.978958014443961, 69.0318578529947, 0.9920338040164324, 0.9885778275475924]
02305003,93025,390245,130,2;[27855.52, 668, 0.9592677354566429, 0.9825794465192245, 91.43445252018316, 0.9853261486281966, 0.999124997332309]
02305003,93025,390245,130,3;[33933.530000000006, 680, 0.9773427456664597, 0.9999179775168928, 120.06014943263327, 0.9849784547504778, 9999]
02305003,93025,390247,132,1;[38669, 862, 0.9243501315571846, 1.0008968455040292, 57.957601550248, 0.984103313792525, 1841.3809523809523]
02305003,93025,390247,132,2;[37966.95, 786, 0.9454537729756558, 0.9782989195885687, 103.21622147045925, 0.9779635868493965, 9999]
02305003,93025,390247,132,3;[31101.74, 648, 0.9508469331173864, 0.9424309464881827, 119.03420616882161, 0.9855561521459878, 9999]
02305003,93026,390253,239,1;[28820, 726, 0.9270337085344724, 0.9657332963374181, 57.40622249604894, 0.9918148311292169, 1.003289759969365]
02305003,93026,390253,239,3;[18057.97, 520, 0.9868742246057423, 1.0004811187811862, 98.21629422961875, 0.9902282322670277, 9999]
02305003,93026,390253,240,2;[38063.34, 778, 0.9541999365535484, 0.9713597057294993, 106.3524566052815, 0.9752613735596738, 9999]
02305003,93026,390253,241,1;[31683, 768, 0.932540235731564, 0.9677033644943772, 51.69999033916326, 0.9926571050273905, 1.0050756590426038]
02305003,93026,390253,241,2;[28476.699999999997, 668, 0.9476910139321955, 0.980466739778547, 83.31498222068139, 0.9881992398853037, 1.003459482126009]
02305003,93026,390253,241,3;[17475.72, 532, 0.9202243736430314, 0.9027982495066935, 107.52157111674698, 0.9825050711908134, 9999]
02305003,93026,390257,243,1;[19221, 630, 0.9823034779830968, 1.0221622107706958, 112.59569386259446, 0.9918202192449759, 0.9809385286687591]
02305003,93026,390257,243,2;[24293.85, 608, 0.9648570957267846, 0.9758147457436268, 143.4363406431887, 0.9832606143318452, 5832.857142857143]
02305003,93026,390257,243,3;[17362.010000000002, 526, 0.9860759979461708, 1.0006351890282685, 99.8338233933446, 0.9903267246583352, 9999]
02305003,93028,390275,376,1;[36083, 814, 0.931196476275361, 0.9534763227097937, 66.36776083008797, 0.9880942067233908, 9999]
02305003,93028,390275,376,2;[29257.34, 684, 0.9654419691077569, 0.9836366138617558, 140.5113504598924, 0.9841124488040921, 1.001547987616099]
02305003,93028,390275,376,3;[33164.96, 668, 0.9590486378024864, 0.9441507504110588, 135.42727400194528, 0.9849982639097207, 9999]
02305003,93032,390301,27,1;[39594, 868, 0.9197705128440691, 0.9702318158417105, 75.32034113105009, 0.9827010503526735, 1.0042229408407837]
02305003,93032,390301,27,2;[18267.69, 554, 0.9780135104957286, 1.0109585217828465, 129.28632998022454, 0.9874189455857215, 1.001206587314528]
02305003,93032,390301,27,3;[15983.79, 512, 0.9331079227324766, 0.9230099882142668, 153.9900413681917, 0.9773856833797823, 1.0121014964216004]
02305003,93032,390301,28,1;[17531, 612, 0.9479522775020971, 1.0157307040515535, 81.92336893776881, 0.9929937809087144, 0.960313330229246]
02305003,93032,390301,28,2;[38166.869999999995, 774, 0.9768167289134363, 1.0228983851325644, 127.37951803644735, 0.9859374524192464, 1.0067012978860308]
02305003,93032,390301,28,3;[37818.850000000006, 726, 0.9469921483759758, 0.9611863322071326, 82.99654155053122, 0.9824968988730147, 9999]
02305003,93032,390302,29,1;[27067, 698, 0.9442743825270037, 0.96267322264235, 55.07021598367617, 0.9931432388815614, 1.0066759646675965]
02305003,93032,390302,29,2;[27637.75, 658, 0.9458096914471672, 0.9754701983497365, 117.48538107451395, 0.9853272458531107, 1720.3703703703704]
02305003,93032,390302,29,3;[34039.020000000004, 684, 0.9164135176089406, 0.9070172060605332, 125.4987968371888, 0.9855927734452485, 9999]
02305003,93032,390307,25,1;[39280, 864, 0.9313875283888889, 0.9628305395859923, 71.9889699075949, 0.9849308017140632, 1785.4545454545455]
02305003,93032,390307,25,2;[32946.34, 722, 0.9697914719532069, 1.0010891002922733, 101.31107517564107, 0.989905667087635, 1.0014106412992367]
02305003,93032,390307,25,3;[38140.8, 726, 0.9449092387648766, 0.9508546552928039, 145.5473948577401, 0.9693765461435788, 55680.0]
02305003,93032,390307,26,1;[33415, 800, 0.9337683313881238, 0.9641419174912503, 51.043624626956415, 0.9918728168237886, 1.002881238932741]
02305003,93032,390307,26,2;[20676.25, 582, 0.9517465818606623, 0.9776308261690759, 105.68203857653474, 0.9895098939620209, 1.0008352294000749]
02305003,93032,390307,26,3;[18029.2, 518, 0.9806351645276156, 0.8282353030413576, 126.58073218409709, 0.9882794682839464, 0.9958003859104839]
02305003,93049,390354,807,1;[20617, 638, 0.9695411726437604, 0.9877086376176714, 94.64836173849052, 0.991609000951907, 0.971881113441912]
02305003,93049,390354,807,2;[28918.19, 666, 0.9614641303084777, 0.972442983238013, 163.85612891515183, 0.9801084658719419, 1.0031165507419868]
02305003,93049,390354,807,3;[18384.030000000002, 510, 0.9782784799142691, 0.9935324272393897, 141.10687743718205, 0.9862919480868934, 0.9901859504132231]
02305003,93052,390372,966,1;[39402, 860, 0.9225442261432889, 0.9652088579309459, 65.88540007350262, 0.9840421832440531, 1.0075434065512567]
02305003,93052,390372,966,2;[23723.84, 606, 0.9590651260604499, 0.973203013648912, 107.69856326725572, 0.9871559818616181, 1.0025647472969574]
02305003,93052,390372,967,3;[15709.79, 510, 0.972602275449927, 0.9422150881229816, 163.74101846764387, 0.9701150325268628, 1.0132543960413538]
02305003,93052,390372,968,1;[22799, 652, 0.9327529818239946, 0.9795625091476062, 67.11018065247333, 0.9917132971975758, 1.0034550295988205]
02305003,93052,390372,968,2;[28470.75, 660, 0.9711253557977659, 0.8996016162046856, 182.8183583465888, 0.9791528202512724, 1.0034181223394216]
02305003,93052,390372,968,3;[28654.920000000002, 634, 0.9812425940678415, 1.0030319905301162, 105.52815349319393, 0.9878763311296814, 9999]
02305003,93056,390386,537,1;[29042, 734, 0.9493447375683612, 0.9892261090581018, 108.42060807821882, 0.9889506398819197, 1.002381527629172]
02305003,93056,390386,537,2;[37175.6, 766, 0.94457862630498, 0.9954045017972598, 116.00013142260863, 0.9853037213367202, 9999]
02305003,93056,390386,537,3;[30775.680000000004, 648, 0.9813013337320726, 1.0014572060695033, 112.04661966882557, 0.9862288251159819, 9999]
02305003,93063,390412,1142,1;[29600, 736, 0.9512293085053702, 0.9737263636554959, 103.67575275393241, 0.9892550386764941, 1.0056055715984373]
02305003,93063,390412,1142,2;[29923.739999999998, 684, 0.974200062528637, 0.978815280640321, 115.44398980497068, 0.9858714353518996, 9999]
02305003,93063,390412,1142,3;[33285.520000000004, 674, 0.9173090178018559, 0.9094550824522643, 102.34430520096436, 0.9892302670165746, 9999]
02305003,93064,390415,1217,1;[34685, 800, 0.9458673725904012, 0.9594137551204789, 62.59254525193369, 0.9899004330523324, 856.4197530864197]
02305003,93064,390415,1217,2;[26492.969999999998, 630, 0.9669793332550972, 0.9806019403515437, 128.7939395660847, 0.9843117223098338, 1.001507006455386]
02305003,93064,390415,1217,3;[34935.0, 690, 0.95488498562353, 0.9526523380089613, 112.42200634900043, 0.9857334640468849, 9999]
02305003,93064,390416,1220,1;[38699, 848, 0.92979387076807, 0.9666014933576329, 85.17895675494789, 0.9866003035151216, 9999]
02305003,93064,390416,1220,2;[22900.36, 594, 0.9626238745893219, 0.978565909003187, 105.81329610080978, 0.9878634453639965, 0.998106895568061]
02305003,93064,390416,1220,3;[38636.740000000005, 734, 0.9422890901930521, 0.9509260070181644, 92.46698830878252, 0.9837560908145773, 1.0061542303644375]
02305003,93064,390416,1221,1;[28671, 726, 0.9527553246032462, 0.9860116542744286, 102.43421597497291, 0.989724516611393, 1.0032015955492573]
02305003,93064,390416,1221,2;[36616.299999999996, 764, 0.952686124650717, 0.9915971986029711, 92.57403192424862, 0.9856231503933001, 9999]
02305003,93064,390416,1221,3;[37250.3, 722, 0.9577742421263394, 0.9480824636067441, 126.90773166770535, 0.9736568239126875, 9999]
02305003,93064,390416,1222,1;[39422, 864, 0.9111758367637087, 0.9714332786391758, 68.2598004717769, 0.9844234087692828, 1.004612522616651]
02305003,93064,390416,1222,2;[38297.77, 784, 0.9551156323578558, 0.9771995376123006, 118.90647626931683, 0.9780772070595708, 1.0034296760515076]
02305003,93064,390416,1222,3;[31523.7, 650, 0.9668393747473142, 0.9229074880991969, 114.52645265485202, 0.9849760335614111, 1.0025488530161428]
02305003,93064,390418,1216,1;[39068, 856, 0.9303454617388233, 0.959766409093766, 69.96535539787212, 0.9848955759824621, 1.0071927608342572]
02305003,93064,390418,1216,2;[37655.17, 778, 0.9378897343112499, 0.9745223534611512, 106.87802921665954, 0.9777516742257325, 1.006072745771334]
02305003,93064,390418,1216,3;[18373.07, 516, 0.9872162081800829, 0.9974130575402675, 137.23162458916602, 0.985860116699415, 9999]
02305003,93064,390421,1218,1;[37797, 836, 0.9359923522105077, 0.9766113260308902, 88.51256180082213, 0.9841238022846326, 1.0064170838214932]
02305003,93064,390421,1218,3;[38246.29, 732, 0.946353387950551, 0.9511496458794872, 106.62286472335437, 0.9665913626329254, 9999]
02305003,93064,390421,1219,2;[37298.17, 774, 0.9430460274947744, 0.9747161801447622, 122.42804882731119, 0.977061460248848, 9999]
02305003,93076,390501,536,1;[33889, 798, 0.9351689496272405, 0.9662231276554055, 54.41808183181989, 0.99236194665083, 9999]
02305003,93076,390501,536,2;[36200.99, 758, 0.9614151936372362, 0.9740746949542789, 145.61872202278204, 0.9799730624097152, 9999]
02305003,93076,390501,536,3;[29616.660000000003, 642, 0.9698490012645142, 0.9574903347536854, 106.3855345753125, 0.9855781226312471, 3603.0]
02305003,93076,390501,537,1;[38565, 850, 0.9268031507315616, 0.9642574510939558, 61.1681761262635, 0.9877945269178741, 0.9952771755961598]
02305003,93076,390501,537,2;[27398.559999999998, 658, 0.9461295585863753, 0.9865325697810418, 98.56345042175008, 0.9888714328828402, 9999]
02305003,93076,390501,538,3;[39114.87, 738, 0.9447306852914629, 0.9563874842763662, 105.64268400047287, 0.9843330361660834, 9999]
02305003,93078,390512,19,1;[39568, 870, 0.920410701895683, 0.9873230165702344, 65.03806826662492, 0.9828161646219835, 1.0046847029847525]
02305003,93078,390512,19,2;[22824.2, 604, 0.960062500624491, 0.9781188737310408, 115.23498017910426, 0.9868414193225659, 0.9961825122704963]
02305003,93078,390512,19,3;[23784.570000000003, 566, 0.9684404025968534, 0.8288318439868912, 134.67550758417676, 0.9855183378104295, 8680.5]
02305003,93096,390621,916,1;[39551, 866, 0.9318674048919143, 0.9676647204403079, 72.54359552831191, 0.9845160849809679, 9999]
02305003,93096,390621,916,2;[31135.16, 698, 0.9648735823182483, 0.9770171401300527, 174.722611156528, 0.977063320488187, 1.0042798195950484]
02305003,93096,390621,917,3;[39324.48, 740, 0.9415743230021547, 0.9462804765303833, 114.87694701284296, 0.9804421012293315, 7176.0]
02305003,93097,390625,1058,1;[27973, 730, 0.934115090936647, 0.9689776348039288, 58.03505118694358, 0.9917053745523234, 0.9898618163803323]
02305003,93097,390625,1058,2;[37538.549999999996, 774, 0.940521731391244, 0.9641019192747429, 87.4756455541278, 0.9830962326374366, 9999]
02305003,93097,390625,1058,3;[38716.200000000004, 730, 0.9470216785182041, 0.9602632916773974, 137.90040449329086, 0.9795645813621954, 9999]
02305003,93097,390625,1059,1;[24253, 694, 0.9446103121583102, 0.9711861980065472, 114.63149656193058, 0.9895539294692379, 0.9680483764743449]
