02276720,93048,390341,522,1;[36858, 846, 0.9562335431200615, 0.9818408052200197, 60.86562505571567, 0.9945010988206234, 1.003280027220143]
02276720,93048,390341,522,2;[36761.479999999996, 788, 0.9616100491572661, 1.0005696217829896, 219.00830431214018, 0.9749669422502956, 9999]
02276720,93048,390341,523,1;[29930, 752, 0.9707514528450314, 0.9992938308241174, 46.67657275774497, 0.9959041107044849, 1.0042781645835082]
02276720,93048,390341,523,2;[19322.03, 584, 0.8849448539574226, 1.017218893496578, 266.3219694272709, 0.9773069128201523, 1.0055426536615575]
02276720,93048,390341,523,3;[21487.08, 556, 0.9045796852737675, 0.9724644778445604, 137.82089578186478, 0.9800172411576734, 9999]
02276720,93055,390380,384,1;[34161, 806, 0.9648134114952783, 0.9718738323729517, 55.361798472700244, 0.9947979962823786, 1.0033041103132296]
02276720,93055,390380,384,2;[21383.11, 614, 0.9833640961083052, 1.0153378315292356, 231.85984835120024, 0.9740192231032196, 1.0038827900220677]
02276720,93055,390380,384,3;[20751.390000000003, 590, 0.9531462637435241, 0.9822927927601154, 202.31644138301633, 0.9793013858446027, 1.0011897679952408]
02276720,93055,390380,385,1;[37209, 850, 0.9555289956729347, 0.9588541587914867, 46.59074991368959, 0.9953221335376525, 1.0035466253118468]
02276720,93055,390380,385,2;[32913.02, 728, 0.929685091781103, 0.9885355382040217, 154.530801235583, 0.9792993545800962, 1.0000723170378942]
02276720,93055,390380,385,3;[34780.19, 698, 0.9164054644918106, 1.007338784763678, 91.14040326128004, 0.9814906289572154, 9999]
02276720,93063,390406,855,1;[24183, 680, 0.9454856091634438, 0.7725109850529509, 92.70075569255677, 0.9939877299264215, 1.002154904479715]
02276720,93063,390406,855,2;[36122.45, 764, 0.9858998072790585, 1.0012796425207884, 232.19620635685658, 0.9688818737802747, 1.0042678488718322]
02276720,93063,390406,855,3;[35881.670000000006, 702, 0.8943059057327762, 0.9714455635567817, 173.96993921613827, 0.9541459480954069, 1.0055670736389464]
02276720,93063,390413,856,1;[19781, 640, 1.2458858740302559, 0.9879547756858486, 69.03620519909273, 0.9945625115458143, 9999]
02276720,93063,390413,856,2;[20739.32, 614, 0.9828815952530326, 1.0174002062754577, 243.59525133710122, 0.9782757439674364, 1.006090344927118]
02276720,93063,390413,856,3;[36796.83, 714, 0.8953591479892923, 0.9685099713670918, 174.14384080320653, 0.9449250880881779, 1.0058420402202]
02276720,93063,390413,857,2;[29134.77, 690, 0.9892509880692152, 0.9969425856758694, 239.5141052821796, 0.9775717276768157, 1.004204179569738]
02276720,93063,390413,857,3;[19603.33, 548, 0.9046255091850887, 0.9706966835491403, 157.65720421502968, 0.9770789366203481, 9999]
02276720,93063,390413,858,1;[36884, 850, 0.9862941902014134, 1.0024605558570332, 82.1525388147515, 0.9925466412991434, 0.9999593336134796]
02276720,93071,390465,426,1;[23754, 682, 1.1985529935973287, 0.9974354500006894, 96.51373408637133, 0.992268080939218, 1.0020670744568656]
02276720,93071,390465,426,2;[37168.46, 790, 0.9467395831274446, 1.002495508738993, 214.64808917978584, 0.9760970694502128, 1.0057639671550476]
02276720,93071,390465,426,3;[26978.04, 626, 0.9182422303268969, 0.9888758245645737, 162.2736667263863, 0.977980374333921, 9999]
02276720,93071,390465,427,1;[20264, 654, 1.2330853661782735, 0.9716457452434322, 91.98800623691258, 0.9931212309360534, 1.0050340979541228]
02276720,93071,390465,427,2;[33174.82, 734, 0.9324546432098487, 0.9851425456887367, 188.1913284388891, 0.9785763844615386, 1.0021929036200885]
02276720,93071,390465,427,3;[31645.63, 676, 0.9201582086305363, 1.0024784470093304, 140.885459684277, 0.9794525457669347, 9999]
02276720,93071,390465,428,1;[20113, 652, 0.9383087736113022, 0.9792510721438286, 150.74023824499545, 0.9849342418787962, 1.001518735217229]
02276720,93071,390465,428,2;[35489.369999999995, 768, 0.9897498545916794, 0.9979972286830294, 229.32904957653668, 0.9745745541400461, 1.002386394191987]
02276720,93071,390465,428,3;[22720.08, 580, 0.9594773721029908, 0.9917658787041523, 185.86359555466547, 0.979514160861475, 1.0027208416470161]
02276720,93071,390465,429,1;[22576, 680, 0.9950443662563028, 1.182859039649029, 122.18378556672307, 0.992831972895272, 1.002308648552655]
02276720,93071,390465,429,2;[19987.239999999998, 598, 0.8910412511961529, 1.01558537668688, 324.6669724855828, 0.9676060106608289, 1.0061702510034145]
02276720,93071,390465,429,3;[20060.91, 558, 0.8998969877166879, 0.9613940374329377, 213.10290718025095, 0.973166159486988, 0.9978194207836456]
02276720,93074,390484,660,1;[20099, 660, 0.9444922495199964, 0.999596014876434, 153.60522222001657, 0.9846961893837466, 1.0018692520499464]
02276720,93074,390484,660,2;[19913.46, 600, 0.9581983203676371, 1.017608565107194, 312.8953210973584, 0.9642974216026272, 1.0014362657091562]
